index,term,prof_rating,requirements_met0,requirements_met1,requirements_met2,requirements_met3,title,registered,description,course_id,end_time,faculty,department,credits,start_time,size
661,18WI,5,Social Inquiry,International Studies,,,Anthropology+of+Food,29,"Food is the way to a person's heart but perhaps even more interesting, the window into a society's soul. Simply speaking understating a society's foodways is the best way to comprehend the complexity between people, culture and nature. This course explores how anthropologists use food to understand different aspects of human behavior, from food procurement and consumption practices to the politics of nutrition and diets. In doing so we hope to elucidate how food is more than mere sustenance and that often the act of eating is a manifestation of power, resistance, identity, and community.",SOAN+233.00,4:55pm,Constanza Ocampo-Raeder,SOAN,6 credits,3:10pm,25
662,18WI,3,Social Inquiry,Writing Rich 2,International Studies,,Anthropology+of+Health+and+Illness,20,"An ethnographic approach to beliefs and practices regarding health and illness in numerous societies worldwide. This course examines patients, practitioners, and the social networks and contexts through which therapies are managed to better understand medical systems as well as the significance of the anthropological study of misfortune. Specific topics include the symbolism of models of illness, the ritual management of misfortune and of life crisis events, the political economy of health, therapy management, medical pluralism, and cross-cultural medical ethics.",SOAN+262.00,3:00pm,Pamela  Feldman-Savelsberg,SOAN,6 credits,1:15pm,25
663,18WI,3.1,Social Inquiry,Quantitative Reasoning,Intercultural Domestic Studies,Writing Rich 2,Contemporary+Issues+in+Critical+Criminology,13,"This course examines contemporary criminological issues from a critical, sociological perspective. Our focus is on the United States with topics under examination including white collar crime, racial disparities in the criminal justice system, mass incarceration and other transformations in punishment, prisoner reentry, and the risk of recidivism. In addition to understanding both classic and contemporary sociological research and theory, we will seek answers to questions like: What is crime ",SOAN+314.00,3:00pm,Annette M Nierobisz,SOAN,6 credits,1:50pm,15
664,18WI,3,Social Inquiry,International Studies,Writing Rich 2,,Anthropological+Thought+and+Theory,18,"A systematic introduction to the theoretical foundations of social and cultural anthropology with special emphasis given to twentieth century British, French and American schools. The course deals with such seminal figures as Morgan, Boas, Malinowski, Radcliffe-Brown, Levi-Straus, Harris, Sahlins, Bourdieu, Geertz, and Appadurai. The reading strikes a balance between ethnographic accounts and theoretical statements.",SOAN+331.00,11:55am,Pamela  Feldman-Savelsberg,SOAN,6 credits,10:10am,15
665,18WI,3,,,,,Integrative+Exercise,3,"Senior sociology/anthropology majors fulfill the integrative exercise by writing a senior thesis on a topic approved by the department. Students must enroll in six credits to write the thesis, spread as the student likes over Fall, Winter, and Spring terms. The process begins with the submission of a topic statement in the preceding spring term and concludes with a public presentation in spring of the senior year. Please consult the Sociology and Anthropology website for a full description.",SOAN+400.01,n/a,Pamela  Feldman-Savelsberg,SOAN,"1-6 credits, S/CR/NC only",n/a,25
666,18WI,5,,,,,Integrative+Exercise,3,"Senior sociology/anthropology majors fulfill the integrative exercise by writing a senior thesis on a topic approved by the department. Students must enroll in six credits to write the thesis, spread as the student likes over Fall, Winter, and Spring terms. The process begins with the submission of a topic statement in the preceding spring term and concludes with a public presentation in spring of the senior year. Please consult the Sociology and Anthropology website for a full description.",SOAN+400.02,n/a,Constanza Ocampo-Raeder,SOAN,"1-6 credits, S/CR/NC only",n/a,25
667,18WI,4.33,,,,,Integrative+Exercise,2,"Senior sociology/anthropology majors fulfill the integrative exercise by writing a senior thesis on a topic approved by the department. Students must enroll in six credits to write the thesis, spread as the student likes over Fall, Winter, and Spring terms. The process begins with the submission of a topic statement in the preceding spring term and concludes with a public presentation in spring of the senior year. Please consult the Sociology and Anthropology website for a full description.",SOAN+400.03,n/a,Wes D Markofski,SOAN,"1-6 credits, S/CR/NC only",n/a,25
668,18WI,3.1,,,,,Integrative+Exercise,4,"Senior sociology/anthropology majors fulfill the integrative exercise by writing a senior thesis on a topic approved by the department. Students must enroll in six credits to write the thesis, spread as the student likes over Fall, Winter, and Spring terms. The process begins with the submission of a topic statement in the preceding spring term and concludes with a public presentation in spring of the senior year. Please consult the Sociology and Anthropology website for a full description.",SOAN+400.04,n/a,Annette M Nierobisz,SOAN,"1-6 credits, S/CR/NC only",n/a,25
669,18WI,4.5,,,,,Integrative+Exercise,2,"Senior sociology/anthropology majors fulfill the integrative exercise by writing a senior thesis on a topic approved by the department. Students must enroll in six credits to write the thesis, spread as the student likes over Fall, Winter, and Spring terms. The process begins with the submission of a topic statement in the preceding spring term and concludes with a public presentation in spring of the senior year. Please consult the Sociology and Anthropology website for a full description.",SOAN+400.05,n/a,Liz Raleigh,SOAN,"1-6 credits, S/CR/NC only",n/a,25
670,18WI,,,,,,Integrative+Exercise,0,,SOAN+400.06,n/a,n/a,SOAN,"1-6 credits, S/CR/NC only",n/a,25
671,18WI,4.2,,,,,Elementary+Spanish,16,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.01,9:40am,Linda D Burdell,SPAN,6 credits,8:30am,16
672,18WI,4.2,,,,,Elementary+Spanish,14,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.02,11:00am,Linda D Burdell,SPAN,6 credits,9:50am,16
673,18WI,5,,,,,Elementary+Spanish,16,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.03,11:00am,Fernando I Contreras,SPAN,6 credits,9:50am,16
674,18WI,5,,,,,Elementary+Spanish,16,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.04,12:20pm,Fernando I Contreras,SPAN,6 credits,11:10am,16
675,18WI,,,,,,Elementary+Spanish,14,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.05,12:20pm,Yansi Y Pérez,SPAN,6 credits,11:10am,16
676,18WI,,,,,,Elementary+Spanish,5,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.06,1:40pm,Silvia  López,SPAN,6 credits,12:30pm,16
677,18WI,,,,,,Elementary+Spanish,16,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.08,1:40pm,Beatriz  Pariente-Beltrán,SPAN,6 credits,12:30pm,16
678,18WI,,,,,,Elementary+Spanish,11,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.",SPAN+102.09,3:00pm,Vera R Coleman,SPAN,6 credits,1:50pm,16
679,18WI,,,,,,Intermediate+Spanish,11,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. Some Spanish 204 sections include a service-learning component, to enrich students' understanding of course material by integrating academic study with public service. The language classes team up with the Northfield public schools to help both Northfield and Carleton students improve their language skills.",SPAN+204.00,11:00am,José  Cerna-Bazán,SPAN,6 credits,9:50am,16
680,18WI,2.58,Literary/Artistic Analysis,International Studies,,,Conversation+and+Composition,17,A course designed to develop the student's oral and written mastery of Spanish. Advanced study of grammar. Compositions and conversations based on cultural and literary topics. There is also an audio-video component focused on current affairs.,SPAN+205.01,11:00am,Humberto R Huergo,SPAN,6 credits,9:50am,20
